dataverse,article,date,year,journal
JOP,The Home as a Political Fortress; Family Agreement in an Era of Polarization,2017-10-12,2017,jop
JOP,Selling ourselves short? How abbreviated measures of personality change the way we think about personality and politics,2017-10-10,2017,jop
JOP,"Replication Data for ""Nice Girls? Sex, Collegiality, and Bipartisan Cooperation in the U.S. Congress""",2017-10-09,2017,jop
JOP,Electoral and Partisan Cycles in Counterterrorism,2017-10-05,2017,jop
JOP,Policing the Administrative State,2017-10-05,2017,jop
JOP,"""The Electoral Consequences of Issue Frames""",2017-10-02,2017,jop
JOP,The Delegate Paradox: Why Polarized Politicians Can Represent Citizens Best,2017-09-28,2017,jop
JOP,From Pork to Policy: The Rise of Programmatic Campaigning in Japanese Elections,2017-09-28,2017,jop
JOP,Could global democracy satisfy diverse policy values? An empirical analysis,2017-09-20,2017,jop
JOP,Polarized Mass or Polarized Few? Assessing the Parallel Rise of Survey Non-Response and Measures of Polarization,2017-09-20,2017,jop
JOP,Corruption as an Only Option: The Limits to Electoral Accountability,2017-09-18,2017,jop
JOP,"Information, Knowledge and Attitudes: An Evaluation of the Taxpayer Receipt",2017-09-15,2017,jop
JOP,"Replication Data for ""Voter Reactions to Incumbent Opportunism""",2017-09-14,2017,jop
JOP,Comment on “Voter Identification Laws and the Suppression of Minority Votes”,2017-09-14,2017,jop
JOP,"Science, Sexuality, and Civil Rights: Does Information on the Causes of Sexual Orientation Change Attitudes?",2017-09-14,2017,jop
JOP,Replication Data for Elite Perceptions of Agency Ideology and Workforce Skill,2017-09-12,2017,jop
JOP,Ethnocentrism Reduces Foreign Direct Investment,2017-09-11,2017,jop
JOP,"""Do Enclaves Remediate Social Inequality?""",2017-09-05,2017,jop
JOP,Mirrors for Princes and Sultans:Advice on the Art of Governance in the Medieval Christian and Islamic Worlds,2017-09-05,2017,jop
JOP,"Cabinets, Committees and Careers: The Causal Effect of Committee Service",2017-09-05,2017,jop
JOP,Do Shark Attacks Influence Presidential Elections? Reassessing a Prominent Finding on Voter Competence,2017-08-29,2017,jop
JOP,"Clayton and Zetterberg ""Quota Shocks: Electoral Gender Quotas and Government Spending Priorities Worldwide""",2017-08-29,2017,jop
JOP,"How Politics Affects Religion: Partisanship, Socialization, and Religiosity in America",2017-08-29,2017,jop
JOP,Electoral Rules and Partisan Control of Government: A Replication Study,2017-08-24,2017,jop
JOP,The Parties in our Heads: Misperceptions About Party Composition and Their Consequences,2017-08-24,2017,jop
JOP,The Promise of Modeling Political Information Transmission as a Game of Telephone,2017-08-24,2017,jop
JOP,Making It Personal: The Role of Leader-Specific Signals in Extended Deterrence,2017-08-16,2017,jop
JOP,"""Pollution Lowers Support for China's Regime: Quasi-Experimental Evidence from Beijing""",2017-08-15,2017,jop
JOP,Free-Riding on Enforcement in the WTO,2017-08-09,2017,jop
JOP,Who Matches? Propensity Scores and Bias in the Causal Effects of Education on Participation,2017-08-08,2017,jop
JOP,"Corruption, accountability and gender: do female politicians face higher standards in public life?",2017-08-08,2017,jop
JOP,Can’t Buy Them Love: How Party Culture among Donors Contributes to the Party Gap in Women’s Representation,2017-08-02,2017,jop
JOP,"Partisan goals, emotions, and political mobilization: The role of motivated reasoning in pressuring others to vote",2017-07-24,2017,jop
JOP,"Polarization, Demographic Change, and White Flight from the Democratic Party",2017-07-24,2017,jop
JOP,The Changing Norms of Racial Political Rhetoric and the End of Racial Priming,2017-07-10,2017,jop
JOP,"How the West Was Won: Competition, Mobilization, and Women’s Enfranchisement in the United States",2017-07-07,2017,jop
JOP,"Political Advantage, Disadvantage, and the Demand for Partisan News",2017-07-07,2017,jop
JOP,Fear of Gender Favoritism and Vote Choice during the 2008 Presidential Primaries,2017-07-06,2017,jop
JOP,"Replication data for ""Primary Elections and the Provision of Public Goods""",2017-06-28,2017,jop
JOP,"Are you my mentor? A field experiment on gender, ethnicity, and political self-starters",2017-06-27,2017,jop
JOP,Misperceptions of Relative Affluence and Support for International Redistribution,2017-06-27,2017,jop
JOP,"Replication Data for ""Does Counterinsurgent Success Match Social Support? Evidence from a Survey Experiment in Colombia""",2017-06-27,2017,jop
JOP,"Replication Data for ""When the Pound in People’s Pocket Matters: How changes to personal financial circumstances affect party choice""",2017-06-14,2017,jop
JOP,Clear as Black and White: The Effects of Ambiguous Rhetoric Depend on Candidate Race,2017-06-12,2017,jop
JOP,Local Union Organization and Lawmaking in the U.S. Congress,2017-06-05,2017,jop
JOP,"""Uncovering Reactions to the Racial Resentment Scale Across the Racial Divide.""",2017-06-05,2017,jop
JOP,The Paradoxical Effect of Speech-Suppressing Appeals to the First Amendment,2017-06-05,2017,jop
JOP,Type II Audience Costs,2017-05-30,2017,jop
JOP,"""Unpaved Road Ahead: The Consequences of Election Cycles for Capital Expenditures""",2017-05-30,2017,jop
JOP,The Broad Impact of a Narrow Conflict: How Natural Resource Windfalls Shape Policy and Politics,2017-05-30,2017,jop
JOP,Show Me Your Friends: Evidence from a Survey Experiment on the Effect of Coalition Signals,2017-05-26,2017,jop
JOP,Contributions by Interest Groups to Lobbying Coalitions,2017-05-26,2017,jop
JOP,My Trust in Government is Implicit: Automatic Trust in Government and System Support,2017-05-24,2017,jop
JOP,Dividing the Dollar with Formulas,2017-05-24,2017,jop
JOP,The Decline of Local News and Its Effects: New Evidence from Longitudinal Data,2017-05-16,2017,jop
JOP,Left/Right or U? Estimating the Dimensionality of National Party Competition in Europe,2017-05-09,2017,jop
JOP,Never Let A Good Crisis Go To Waste: Agenda Setting and Legislative Voting in Response to the EU Crisis,2017-05-09,2017,jop
JOP,Wanting What is Fair: How Party Cues and Information about Income Inequality Affect Public Support for Taxes,2017-05-08,2017,jop
JOP,How Hard to Fight? Cross-Player Effects and Strategic Sophistication in an Asymmetric Contest Experiment,2017-05-02,2017,jop
JOP,Agents of the Regime? Traditional Leaders and Electoral Politics in South Africa,2017-04-26,2017,jop
JOP,Does the Gift Keep on Giving?: House Leadership PAC Donations Before and After Majority Status,2017-04-26,2017,jop
JOP,Backchannel Representation: A Study of the Strategic Communication of Senators with the U.S. Department of Labor,2017-04-24,2017,jop
JOP,Electoral Cycle Fluctuations in Partisanship: Global Evidence from 86 Countries,2017-04-24,2017,jop
JOP,"""Off-Cycle and Out of Office: Election Timing and the Incumbency Advantage""",2017-04-19,2017,jop
JOP,"""Executive Power and Economic Accountability"" by Ryan E. Carlin and Shane P. Singh",2017-04-14,2017,jop
JOP,Why Partisans Don't Sort,2017-04-14,2017,jop
JOP,Government Fragmentation and Public Goods Provision,2017-04-14,2017,jop
JOP,External Validity in Parallel Global Field and Survey Experiments on Anonymous Incorporation,2017-04-14,2017,jop
JOP,Eggers and Spirling -- Incumbency Effects and the Strengths of Party Preferences: Evidence from Multiparty Elections in the UK,2017-04-14,2017,jop
JOP,The Authoritarian Left Withdraws From Politics: Ideological Asymmetry in the Relationship Between Authoritarianism and Political Engagement (Replication Data),2017-04-14,2017,jop
JOP,Joining the Club: Accession to the GATT/WTO,2017-04-14,2017,jop
JOP,Governing Well after War: How Improving Female Representation Prolongs Post-conflict Peace,2017-04-14,2017,jop
JOP,"Me, Myself, and (I), (D) or (R)? Partisanship and Political Cognition through the Lens of Implicit Identity",2017-04-14,2017,jop
JOP,Corporate Influence in World Bank Lending,2017-04-14,2017,jop
JOP,Reassessing Public Support for a Female President,2017-04-14,2017,jop
JOP,Electoral Volatility and Turnout: Party Entry and Exit in Indian Elections,2017-04-12,2017,jop
JOP,The Physiology of Framing Effects: Threat Sensitivity and the Persuasiveness of Political Arguments,2017-04-03,2017,jop
JOP,"""Modern Police Tactics, Police-Citizen Interactions and the Prospects for Reform",2017-03-30,2017,jop
JOP,Telling the Truth about Believing the Lies?,2017-03-16,2017,jop
JOP,Elite Investments in Party Institutionalization in New Democracies: A Two-Dimensional Approach,2017-03-16,2017,jop
JOP,China's Ideological Spectrum,2017-03-06,2017,jop
JOP,Intergovernmental Organizations and Democratic Victory in International Crises,2017-03-02,2017,jop
JOP,"Food Comes First, Then Morals: Redistribution Preferences, Parochial Altruism and Immigration in Western Europe",2017-03-02,2017,jop
JOP,Replication Files for: The Consequences of Elite Party Politics for American Macropartisanship,2017-03-02,2017,jop
JOP,Passing It Along: Experiments on Creating the Negative Externalities of Climate Change,2017-02-07,2017,jop
JOP,"Replication Data Foreign Aid, Foreign Policy, and Government Legitimacy: Experimental Evidence from Bangladesh",2017-02-07,2017,jop
JOP,How Natural Resources Affect Authoritarian Leaders' Provision of Public Services: Evidence from China,2017-02-06,2017,jop
JOP,Local Embeddedness and Bureaucratic Performance: Evidence from India,2017-01-30,2017,jop
JOP,"""Who Pays for Government? Descriptive Representation and Exploitative Revenue Sources""",2017-01-30,2017,jop
JOP,"Americans, Not Partisans: Can Priming American National Identity Reduce Affective Polarization?",2017-01-24,2017,jop
JOP,Are Voting Norms Conditional? How Electoral Context and Peer Behavior Shape the Social Returns to Voting,2017-01-24,2017,jop
JOP,The Politics of Central Bank Appointments,2017-01-24,2017,jop
JOP,Relative Economic Performance and the Incumbent Vote: A Reference Point Theory,2017-01-14,2017,jop
JOP,"How Far does Social Group Influence Reach? Identities, Elites, and Immigration Attitudes",2017-01-14,2017,jop
JOP,The Political Legacy of Violence: The Long-Term Impact of Stalin’s Repression in Ukraine,2017-01-05,2017,jop
JOP,Assessing Contextual Measurement Strategies,2017-01-05,2017,jop
JOP,"""The Four Faces of Political Participation in Argentina: Using Latent Class Analysis To Study Political Behavior""",2017-01-05,2017,jop
JOP,Economic Inequality and Class Consciousness,2016-12-23,2016,jop
JOP,Does Incarceration Reduce Voting? Evidence about the Political Consequences of Spending Time in Prison,2016-12-23,2016,jop
JOP,"Replication Data for ""Economic Downturns and Political Competition Since the 1870s""",2016-12-23,2016,jop
JOP,Presidential voting and the local economy,2016-12-12,2016,jop
JOP,Institutional Control of Redistricting and the Geography of Representation,2016-12-08,2016,jop
JOP,Learning Together Slowly: Bayesian Learning About Political Facts,2016-12-06,2016,jop
JOP,Incremental Democracy: The Policy Effects of Partisan Control of State Government,2016-11-28,2016,jop
JOP,Attribution Errors in Federalist Systems: When Voters Punish the President for Local Tax Increases,2016-11-14,2016,jop
JOP,Does the Hijab Increase Representatives’ Perceptions of Social Distance?,2016-11-01,2016,jop
JOP,The Role of the Information Environment in Partisan Voting,2016-10-31,2016,jop
JOP,"Trading Interests: Domestic Institutions, International Negotiations, and the Politics of Trade",2016-10-25,2016,jop
JOP,Ex Post Lobbying,2016-10-25,2016,jop
JOP,Quality-Based Incumbency Effects,2016-10-14,2016,jop
JOP,"Replication Data for ""Elections and Divisiveness: Theory and Evidence""",2016-10-14,2016,jop
JOP,"Replication Data for ""The Effect of Network Structure on Preference Formation""",2016-10-07,2016,jop
JOP,"""Constituency Service Under Nondemocratic Rule: Evidence from China.""",2016-10-04,2016,jop
JOP,The Promise and Limits of Election Observers in Building Election Credibility,2016-10-03,2016,jop
JOP,Lagged Explanatory Variables and the Estimation of Causal Effects,2016-09-29,2016,jop
JOP,Keeping One’s Seat: The Competiveness of MP Renomination in Mixed-Member Electoral Systems,2016-09-29,2016,jop
JOP,"Slow-Rolling, Fast-Tracking, and the Pace of Bureaucratic Decisions in Rulemaking",2016-09-27,2016,jop
JOP,"Droughts, Land Appropriation, and Rebel Violence in The Developing World",2016-09-27,2016,jop
JOP,"Capturing the Airwaves, Capturing the Nation? A Field Experiment on State-Run Media Effects in the Wake of a Coup",2016-09-15,2016,jop
JOP,The Effects of Congressional Staff Networks in the U.S. House of Representatives,2016-08-23,2016,jop
JOP,Black Candidates and Black Turnout: A Study of Viability in Louisiana Mayoral Elections,2016-08-12,2016,jop
JOP,"Voting then, voting now: The long term consequences of participation in South Africa's rst democratic election",2016-08-08,2016,jop
JOP,The Effects of District Magnitude on Voting Behavior,2016-08-08,2016,jop
JOP,Descriptive Representation and Political Efficacy: Evidence from Obama and Clinton,2016-08-04,2016,jop
JOP,Personal Experience and Public Opinion: A Theory and Test of Conditional Policy Feedback,2016-07-26,2016,jop
JOP,The Problem of Shared Victory: War-Winning Coalitions and Postwar Peace,2016-07-25,2016,jop
JOP,Weighting Parties and Coalitions: How Coalition Signals Influence Voting Behavior,2016-07-22,2016,jop
JOP,The Politics of Potholes: Service Quality and Retrospective Voting in Local Elections,2016-07-21,2016,jop
JOP,Assessing Ballot Structure and Split Ticket Voting: Evidence from a Quasi-Experiment,2016-07-12,2016,jop
JOP,The Political Relevance of Irrelevant Events,2016-07-08,2016,jop
JOP,Investing in Violence: Foreign Direct Investment and Coups in Authoritarian Regimes,2016-06-30,2016,jop
JOP,Do Good Borders Make Good Rebels? Territorial Control and Civilian Casualties?,2016-06-27,2016,jop
JOP,"Replication data and code for: Maria Carreri and Oeindrila Dube, ""Do Natural Resources Influence Who Comes to Power, and How?""",2016-06-24,2016,jop
JOP,Political Economy of Sovereign Debt: Global Finance and Electoral Cycles,2016-06-22,2016,jop
JOP,Dictators in Exile: Explaining the Destinations of Ex-Rulers,2016-06-21,2016,jop
JOP,"Presidents, Policy Compromise and Legislative Success",2016-06-15,2016,jop
JOP,Voter Identification Laws and the Suppression of Minority Votes,2016-06-14,2016,jop
JOP,"""The Civic Opportunity Cost of Entertainment""",2016-06-14,2016,jop
JOP,"""American Employers as Political Machines""",2016-06-13,2016,jop
JOP,Off to a Bad Start: Unemployment and Political Interest during Early Adulthood,2016-06-13,2016,jop
JOP,Legibility and the Informational Foundations of State Capacity,2016-06-02,2016,jop
JOP,The Limits of Partisan Prejudice,2016-06-02,2016,jop
JOP,Policy Preferences in Coalition Formation and the Stability of Minority and Surplus Governments,2016-06-02,2016,jop
JOP,Racial Diversity and the Dynamics of Authoritarianism,2016-05-30,2016,jop
JOP,"Interests, Information and Minority Influence in Deliberation",2016-05-27,2016,jop
JOP,Congressional Candidates in the Era of Party Ballots,2016-05-23,2016,jop
JOP,"Replication Data for ""News from the Other Side: How Topic Relevance Limits the Prevalence of Partisan Selective Exposure""",2016-05-19,2016,jop
JOP,"""Issue Divisions in U.S. Supreme Court Decision Making""",2016-05-16,2016,jop
JOP,Social Exclusion and Political Identity: The Case of Asian American Partisanship,2016-05-12,2016,jop
JOP,"Replication Data for ""Why Partisans Don't Sort: The Constraints on Partisan Segregation""",2016-05-02,2016,jop
JOP,"Replication Data for ""Social Patterns of Inequality, Partisan Competition, and Latin American Support for Redistribution""",2016-04-29,2016,jop
JOP,Political Homophily in Social Relationships,2016-04-29,2016,jop
JOP,How Different Forms of Health Matter to Political Participation,2016-04-25,2016,jop
JOP,Nonparametric Combination (NPC): A Framework for Testing Elaborate Theories,2016-04-19,2016,jop
JOP,"Theory, Data, and Deterrence: A Response to Kenwick, Vasquez, and Powers",2016-04-19,2016,jop
JOP,"""Can Citizens Discern? Information Credibility, Political Sophistication, and the Punishment of Corruption in Brazil""",2016-04-15,2016,jop
JOP,"""Careers, Connections, and Corruption Risks: Investigating the impact of bureaucratic meritocracy on public procurement processes.""",2016-04-12,2016,jop
JOP,The Charmed Life of Superstar Exporters: Survey Evidence on Firms and Trade Policy,2016-04-08,2016,jop
JOP,The Structure of American Income Tax Policy Preferences,2016-04-05,2016,jop
JOP,When Do Defensive Alliances Provoke rather than Deter?,2016-04-03,2016,jop
JOP,"Sharing the Risk? Households, labor market vulnerability and social policy preferences in Western Europe",2016-03-18,2016,jop
JOP,Interpreting Regression Discontinuity Designs with Multiple Cutoffs,2016-03-16,2016,jop
JOP,Let’s Just Agree to Disagree: Dispute Resolution Mechanisms in Coalition Agreements,2016-03-16,2016,jop
JOP,Money in Exile: Campaign Contributions and Committee Access,2016-03-14,2016,jop
JOP,"Replication Data for ""Defense Pacts and Deterrence: Caveat Emptor""",2016-03-12,2016,jop
JOP,"""The Contraction Effect: How Proportional Representation Affects Mobilization and Turnout""",2016-03-12,2016,jop
JOP,The Political Legacy of American Slavery,2016-03-04,2016,jop
JOP,Partisanship by Invitation: Immigrants Respond to Political Campaigns,2016-03-04,2016,jop
JOP,"Replication Data for ""Context and Political Knowledge: Explaining Cross-National Variation in Partisan Left-Right Knowledge""",2016-02-23,2016,jop
JOP,Estimating Vote-Specific Preferences from Roll-Call Data using Conditional Autoregressive Priors,2016-02-21,2016,jop
JOP,Mayoral Partisanship and Municipal Fiscal Policy,2016-02-21,2016,jop
JOP,Are We in the Same Boat or Not? The Opposite Effects of Absolute and Relative Income Shifts on Redistributive Preferences,2016-02-09,2016,jop
JOP,Time is Power: The Non-Institutional Sources of Stability in Autocracies,2016-02-08,2016,jop
JOP,Replication Data for Bureaucratic Investments in Expertise,2016-02-02,2016,jop
JOP,Strategic Retirements of Elected and Appointed Justices: A Hazard Model Approach,2016-01-28,2016,jop
JOP,"""Inequality and Electoral Accountability: Class-Biased Economic Voting in Comparative Perspective""",2016-01-28,2016,jop
JOP,"Political Context, Government Redistribution, and the Public's Response to Growing Economic Inequality",2016-01-19,2016,jop
JOP,"""Do All Good Things Go Together? Development Assistance and Insurgent Violence in Civil War""",2016-01-16,2016,jop
JOP,Are Costly Signals More Credible? Evidence of Sender-Receiver Gaps,2016-01-15,2016,jop
JOP,Economic hardship triggers identification with disadvantaged minorities,2016-01-05,2016,jop
JOP,"""Moderate as Necessary. The Role of Electoral Competitiveness and Party Size in Explaining Parties' Policy Shifts.""",2016-01-05,2016,jop
JOP,"Replication Data for ""Group Empathy Theory: The Effect of Group Empathy on U.S. Intergroup Attitudes and Behavior in the Context of Immigration Threats""",2015-12-29,2015,jop
JOP,"""Personality, Interpersonal Disagreement, and Electoral Information.""",2015-12-17,2015,jop
JOP,"Replication Data for ""The Electoral Benefits of Opportunistic Election Timing""",2015-12-17,2015,jop
JOP,A Better Life for All? Democratization and Electrification in Post-Apartheid South Africa,2015-12-14,2015,jop
JOP,"""Mediating the Electoral Connection: The Information Effects of Voter Signals on Legislative Behavior""",2015-12-09,2015,jop
